ticker,macro_sector_code,macro_sector,sector_code,sector,industry_code,industry,basic_industry_code,basic_industry,synced_at
PURPLEUTED.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
RUPA.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
SBC.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
SPAL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
SSDL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
THOMASCOTT.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
VIRAT.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
VISHAL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301001,Garments & Apparels,2026-08-30T11:58:21.064178+00:00
540718.BO,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
ALOKINDS.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
AYMSYNTEX.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
BOMDYEING.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
FILATEX.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
GANECOS.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
GARFIBRES.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
GHCLTEXTIL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
ICIL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
INDORAMA.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
JINDWORLD.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
KPRMILL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
KUSUMGAR.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
NITINSPIN.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
PASHUPATI.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
RAJRILTD.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
RAYMONDLSL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
RUBYMILLS.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
SANATHAN.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
SANGAMIND.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
SIYSIL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
SPORTKING.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
TRIDENT.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
VTL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
WELSPUNLIV.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301002,Other Textile Products,2026-08-30T11:58:21.064178+00:00
521222.BO,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
539911.BO,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
542206.BO,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
542721.BO,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
544002.BO,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
AARNAV.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
BTTL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
GLOBALE.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
HEADSUP.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
PDSL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
SPLIL.NS,IN02,Consumer Discretionary,IN0203,Textiles,IN020301,Textiles & Apparels,IN020301003,Trading - Textile Products,2026-08-30T11:58:21.064178+00:00
526441.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
531259.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
539310.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
541799.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
543341.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
543651.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
543831.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
543905.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
544303.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
544546.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
CMRSL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
CRAYONS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
CUDML.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
DGCONTENT.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
GRADIENTE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
GRAPHISAD.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
PRAMARA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
RKSWAMY.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
SIGNPOST.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
SIMCA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
VALUE360.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
VERITAAS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
VERTOZ.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
YAAP.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401001,Advertising & Media Agencies,2026-08-30T11:58:21.064178+00:00
CYBERMEDIA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401002,Electronic Media,2026-08-30T11:58:21.064178+00:00
DNAMEDIA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401002,Electronic Media,2026-08-30T11:58:21.064178+00:00
QUINT.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401002,Electronic Media,2026-08-30T11:58:21.064178+00:00
SABEVENTS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401002,Electronic Media,2026-08-30T11:58:21.064178+00:00
SAMBHAAV.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401002,Electronic Media,2026-08-30T11:58:21.064178+00:00
544435.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401003,Web based media and service,2026-08-30T11:58:21.064178+00:00
544735.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401003,Web based media and service,2026-08-30T11:58:21.064178+00:00
544747.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401003,Web based media and service,2026-08-30T11:58:21.064178+00:00
ONMOBILE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401003,Web based media and service,2026-08-30T11:58:21.064178+00:00
PELATRO.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401003,Web based media and service,2026-08-30T11:58:21.064178+00:00
530733.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
DBCORP.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
HMVL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
HTMEDIA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
JAGRAN.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
MPTODAY.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
SANDESH.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020401,Media,IN020401004,Print Media,2026-08-30T11:58:21.064178+00:00
503685.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
511092.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
511246.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
511664.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
523277.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
531512.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
531910.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
532011.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
532072.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
532355.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
532380.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
539115.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
542654.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
BAWEJA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
CINELINE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
CONNPLEX.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
MMWL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
MUKTAARTS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
PANORAMA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
PNC.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
PPSL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
PVRINOX.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
SUNSHINE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
TIPSFILMS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
UFO.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402001,"Film Production, Distribution & Exhibition",2026-08-30T11:58:21.064178+00:00
540874.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402002,Digital Entertainment,2026-08-30T11:58:21.064178+00:00
BAGDIGITAL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402002,Digital Entertainment,2026-08-30T11:58:21.064178+00:00
BTML.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402002,Digital Entertainment,2026-08-30T11:58:21.064178+00:00
NAZARA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402002,Digital Entertainment,2026-08-30T11:58:21.064178+00:00
512499.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
539175.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
BALAJITELE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
BASILIC.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
CREATIVEYE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
DIGIKORE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
ENIL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
GRETEX.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
IDENTICAL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
INSPIRE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
MAXPOSURE.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
NETWORK18.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
NEXTMEDIA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
OPTIMYSTIX.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
PFOCUS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
PHANTOMFX.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
RADAAN.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
RADIOCITY.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
RADIOWALLA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
SAREGAMA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
SHEMAROO.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
SILLYMONKS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
STUDIOLSD.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
TIPSMUSIC.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402003,Media & Entertainment,2026-08-30T11:58:21.064178+00:00
509073.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
521062.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
533268.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
540023.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
540821.BO,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
AQYLON.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
BAGFILMS.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
DEN.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
DISHTV.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
GTPL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
HATHWAY.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
NDTV.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
ORTEL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
RAJTV.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
SITINET.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
SUNTV.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
TVTODAY.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
TVVISION.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
ZEEL.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
ZEEMEDIA.NS,IN02,Consumer Discretionary,IN0204,"Media, Entertainment & Publication",IN020402,Entertainment,IN020402004,TV Broadcasting & Software Production,2026-08-30T11:58:21.064178+00:00
